,Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Sector,Industry,City,State,Zip,Website,Ticker,CEO
244699,1395318702181958,2 to 12 Years,BA,$65K-$83K,Torshavn,Faroe Islands,61.8926,-6.9118,Full-Time,51316,2023-08-08,Both,Mackenzie Gonzalez,001-873-840-7333x71956,Procurement Specialist,Procurement Manager,Snagajob,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.",Kainos Group,Technology and Software,Information Technology,Belfast,Northern Ireland,BT7 1NR,https://www.kainos.com/,KNOS,Brendan Mooney
1518533,3083220233437070,1 to 11 Years,BBA,$64K-$100K,Khartoum,Sudan,12.8628,30.2176,Intern,86258,2022-04-21,Male,Samuel Cruz,674-928-8434,Software Tester,Automation Tester,LinkedIn,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",Implement and maintain test automation frameworks. Write automated test scripts for regression testing. Analyze test results and provide feedback for continuous improvement.,MasTec,Infrastructure,Engineering & Construction,Coral Gables,Florida,33134,www.mastec.com,MTZ,Jose R. Mas
560098,699823107256032,3 to 11 Years,BBA,$65K-$126K,Tallinn,Estonia,58.5953,25.0136,Full-Time,105802,2023-02-10,Male,Dominique Brewer,(765)838-4678,Sales Consultant,Sales Advisor,Internships.com,"Sales Advisors provide expert advice to customers about products or services. They help customers make informed purchase decisions, answer questions, and offer solutions tailored to individual needs.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Sales strategies Customer relationship management Sales techniques Product knowledge Client acquisition Negotiation skills,Provide expert advice and guidance to customers on products or services. Understand customer needs and recommend appropriate solutions. Achieve sales targets and quotas.,SSE plc,Utilities,Utilities,"Perth, UK",,,www.sse.com,SSE,Alistair Phillips-Davies
396964,2252439810918252,3 to 10 Years,MCA,$58K-$98K,Juba,South Sudan,6.877,31.307,Temporary,117778,2022-02-04,Male,Jacob Curry,292-396-0556,Accountant,Tax Accountant,Idealist,"Tax Accountants specialize in tax-related matters. They prepare tax returns, assist with tax planning, and ensure compliance with tax laws and regulations. They stay updated on tax codes and advise organizations on tax strategies.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Tax preparation Tax planning Tax regulations Accounting Tax software proficiency,"Prepare and file tax returns, provide tax planning advice, and address tax-related issues. Stay up-to-date on tax laws and regulations. Assist clients with tax compliance and planning.",Coupang,E-commerce,Internet Services and Retailing,Seattle,Washington,98101,www.aboutcoupang.com,CPNG,Bom Kim
888057,2981823566731237,1 to 15 Years,BCA,$65K-$111K,Juba,South Sudan,6.877,31.307,Part-Time,66823,2021-09-21,Male,Jared Hendrix,746.305.4756x2000,Project Manager,Construction Project Manager,SimplyHired,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Construction management Budgeting Contract negotiation Safety regulations,"Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders.",Eastman Chemical,Chemicals,Chemicals,Kingsport,Tennessee,37660,www.eastman.com,EMN,
126991,768706992650522,3 to 14 Years,BBA,$64K-$113K,Minsk,Belarus,53.7098,27.9534,Full-Time,75469,2022-02-18,Both,John Reyes,(633)789-9134,Procurement Manager,Procurement Analyst,Idealist,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting.,Berkshire Hathaway,Financial Services,Insurance: Property and Casualty (Stock),Omaha,Nebraska,68131,www.berkshirehathaway.com,BRKA,Warren E. Buffett
1263387,2611605337739657,5 to 12 Years,B.Tech,$56K-$103K,Castries,St. Lucia,13.9094,-60.9789,Intern,64735,2023-05-09,Both,Tanner Gay,764.578.0092,Psychologist,Clinical Psychologist,Snagajob,"Clinical Psychologists diagnose and treat mental health disorders. They conduct therapy sessions, assessments, and research to improve patients well-being.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Clinical psychology Counseling skills Assessment tools Diagnostic skills Empathy and listening skills,"Provide therapy and counseling services to individuals, couples, and families. Conduct psychological assessments and diagnoses. Develop treatment plans and provide ongoing support.",JD Wetherspoon,Hospitality,Restaurants,Watford,,,www.jdwetherspoon.com,JDW.L,Tim Martin
1355006,111994332339327,5 to 10 Years,BCA,$56K-$109K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Temporary,90819,2023-05-02,Male,Jerome Reed,+1-343-838-6709,Java Developer,Java Software Engineer,Snagajob,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills","Design, code, test, and maintain Java-based software applications. Collaborate with cross-functional teams on software development projects. Debug and resolve software defects and issues.",CVS Health,Healthcare,Health Care: Pharmacy and Other Services,Woonsocket,Rhose Island,2895,www.cvshealth.com,CVS,Karen S. Lynch
1369892,2776396186001902,2 to 14 Years,M.Com,$57K-$100K,Pristina,Kosovo,42.6026,20.903,Intern,133007,2023-05-29,Male,Bradley Payne,362-691-8899x2310,Social Worker,Child Welfare Worker,Monster,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,Provide support and counseling to children and families in need. Assess child safety and risk factors. Develop and implement care plans and interventions.,Par Pacific Holdings,Energy,Petroleum Refining,Houston,Texas,77024,www.parpacific.com,PARR,William C. Pate
823801,3090058023650488,2 to 11 Years,B.Com,$64K-$107K,Nur-Sultan,Kazakhstan,48.0196,66.9237,Intern,56324,2023-03-31,Male,Nancy Rodriguez,3086255023,Marketing Specialist,Content Marketing Manager,Dice,"Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Content strategy Content creation Blog management Content promotion SEO Analytics and reporting,Create and curate engaging and relevant content for various marketing materials and platforms. Develop content calendars and distribution strategies. Measure and report content marketing success.,InterContinental Hotels Group,Hospitality,Hospitality/Hotels,Denham,,,www.ihgplc.com,IHG.L,Keith Barr
844845,467484153896356,4 to 10 Years,BA,$57K-$109K,Tokyo,Japan,36.2048,138.2529,Temporary,103498,2022-10-13,Female,Scott Valdez,535-779-0988x71711,Data Analyst,Data Quality Analyst,The Muse,"Data Quality Analysts ensure the accuracy, completeness, and consistency of data within an organization. They develop and implement data quality standards, perform data validation, and identify and resolve data quality issues to maintain data integrity.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Data quality assessment and improvement Data profiling and validation Knowledge of data quality tools (e.g., Informatica, Talend) Data governance principles SQL for data analysis Attention to detail and data accuracy",Ensure data accuracy and quality by identifying and addressing data issues and anomalies. Establish data quality standards and processes. Collaborate with data stewards to improve data quality.,Mosaic,Fertilizers,Chemicals,Tampa,Florida,33602,www.mosaicco.com,MOS,James C. O'Rourke
343994,1103150878778659,4 to 15 Years,BCA,$55K-$115K,Helsinki,Finland,61.9241,25.7482,Full-Time,60507,2022-02-16,Female,Phillip Cisneros,980.709.2783x934,IT Support Specialist,Desktop Support Technician,Dice,"Desktop Support Technicians troubleshoot and maintain desktop computer systems, resolving hardware and software problems for users.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Desktop hardware and software troubleshooting Operating system expertise (e.g., Windows, macOS) Remote desktop support Hardware and software upgrades Customer service skills","Install, configure, and maintain desktop computers and peripherals. Perform hardware and software upgrades and repairs. Manage IT inventory and asset tracking.",Ashtead Group,Equipment Rental,Equipment Rental,London,,,www.ashtead-group.com,AHT.L,Brendan Horgan
